mls_number	Originating_MLS	status	address	bedrooms	bathrooms	list_price	sold_price	pending_date	settled_date	county	township	subdivision	school_district	age	sqft	total_rooms	fireplace_yn	basement_yn	garage_yn	est_taxes	acres	tax_year	assessment	condo_hoa_yn	assoc_fee_freq	zip_code	unit_number	dom	remarks	picture_url	design	style	exterior	heat_cool_util	garage_parking	basement_type	attic	interior_features	exterior_features	unit_floor_number	living_room_dim	dining_room_dim	kitchen_dim	family_room_dim	main_bedroom_dim	second_bedroom_dim	third_bedroom_dim	fourth_bedroom_dim	sold_concess	soldterms	newconst_yn	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	Laundry_room
6521768	TREND	STL	16 Cathy Dr, Robbinsville, NJ	4	2.1	$579,900	$580,000	03/23/2015	06/29/2015	Mercer County	Robbinsville Twp	Saran Woods	Robbinsville Twp	20	2,892	9	Y	Y	Y	$15,647	0.46	2014	545000	Y	Q	08691-2543		36	This is a Fantastic Opportunity to Live in Much Desired Saran Woods! This Gorgeous Colonial with huge front porch sits on a Professionally Landscaped Lot with stamped concrete.  Featuring Two-Story Entry, Formal Living Room with access to the Family Room with wood burning fireplace, Formal Dining Room, Large Kitchen with center island,  Master Bedroom Suite with Sitting Room, all bathrooms have been completely remodeled. Hardwood Floors in the Foyer, Dining Room, Living Room and Kitchen, Full Finished Basement, Two-Car Garage, Large Paver Patio, Convenient to Princeton Junction Train Station, Major Roads and Shopping.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6521768	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, 3+CarParking	FullBasement					16 x 14	14 x 12	13 x 10	19 x 15	19 x 14	13 x 12	12 x 12	14 x 11	Y	Conv	N		211	07/14/2015	601162816	36				False	7800	False	False	False				N				
6522413	TREND	STL	1102 Lake Dr, Robbinsville, NJ	4	3.1	$429,000	$430,000	04/19/2015	07/03/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	4		8	N	Y	Y	$11,340	0.08	2014	437800	Y		08691-4220		61	Situated in Robbinsville's desirable, Town Center, this NW facing classic end-unit Town Home III w/ loft is outfitted with upgrades galore. Gleaming hardwood floors throughout this entire home, along with fabulous plantation shutters. Versatile floor plan, gourmet kitchen w/ Cherry cabinetry, granite, gorgeous back splash, SS GE Monogram appliances; commercial range & built-in refrigerator. Custom molding, recessed lights and ceiling fans throughout.  Kitchen opens to a spacious family room that is filled with windows, and decorated with custom built-in entertainment center & bar. Master bedroom is spacious with walk-in closet, oversized shower, granite dual vanities and upgraded cabinetry &tile. Convenient laundry is located on the upper level.  Two other very nice sized bedroom share a hall bath that is outfitted w/ granite and upgrades.  The large and lofty third floor has it's own bath and plenty of sunlight, making this a cheerful getaway for work, play or accommodating guests.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6522413	3+Story	EndUnit/Row	Alu/SteelExt, VinylExt, BrickExt	GasHeat, HotWaterHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	1-CarGarage, DetachedGar, GarDoorOpner, 3+CarParking, StreetParkng, DrivewayPrk	FullBasement	AccessPanel	SecuritySys, 9Ft+Ceiling, CeilngFan(s), Attic/HseFan, CableTVWired, StallShower, WaterConserv Apl	Sidewalks, StreetLights, Fencing, ExteriorLght		14 x 12	14 x 12	18 x 9	14 x 14	14 x 12	11 x 10	13 x 12	15 x 13	Y	Conv	N		211	07/18/2015	601163459	61				False	10000	False	False	False				N				
6523813	TREND	STL	14 Tasley Ct, Robbinsville, NJ	3	2.1	$299,900	$285,000	04/22/2015	05/29/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	20	1,638	7	Y	Y	N	$8,024	0.04	2014	279500	Y	M	08691-3053		62	Outstanding 3 bedroom, 2-1/2 bath, Foxmoor Townhome, located in the heart of Robbinsville. This home was recently painted and offers beautiful gleaming hardwood flooring in the formal living room and throughout the first floor.  The kitchen features an expansive center-island, stainless steel appliances, including built-in microwave, ample cabinet space, and a neat breakfast room with sliding doors leading to the backyard. The adjacent family room is a cozy inviting setting,  with a corner black-slate fireplace and recessed lighting. The master bedroom has vaulted ceilings, a walk-in closet, and upgraded bath ensuite with soak-tub.  And if you're looking for additional living space, the full basement provides the perfect blank canvas for the perfect man-cave (or  woman-cave). With low association fees, and reasonable taxes, this is one of the best values in Robbinsville!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6523813	2-Story	Traditional	Alu/SteelExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	FullBasement		CeilngFan(s), CableTVWired, EnrgyEfficntWdws			14 x 13		12 x 10	16 x 12	15 x 12	11 x 10	11 x 9		N	Cash	N		211	05/30/2015	601164859	62				False		False	False	False				N				
6524037	TREND	STL	5 Wyndham Pl, Robbinsville, NJ	2	1.0	$145,000	$145,000	03/23/2015	07/17/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	983		N	N	N	$4,306	26.00	2014	150000	Y	M	08691-3120		36	Welcome to foxmoor. This first floor condo located in desirable Robbinsville offers 2 bedroom and 1 full bath. Some of the updates this home has to offer are ceramic and pergo flooring,recessed lighting, chair rails and ceiling fans. Outside storage closet off patio. This is a short sale and contingent on bank approval.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6524037	1-Story	OtherStyle	VinylExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking, ParkingLot	NoBasement					15 x 14	13 x 10	10 x 10		15 x 11	13 x 9			Y	FHA 203(b)	N		211	07/20/2015	601165083	36				True	6000	True	False	False				N				
6524125	TREND	STL	234 Windsor Rd, Robbinsville, NJ	3	1.1	$139,900	$171,000	02/25/2015	04/08/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	45			Y	Y	Y	$64	5.76	2014	2214	Y		08691-2417		4	Estate sale. Property being sold AS IS. Buyer responsible for all inspections and certificate of occupancy.  House has a new roof, updated electric, newer heater. House is not habitable.		1-Story	Ranch	Alu/SteelExt	OilHeat, CentralAir, OilHotWater, OnSitWell/Sp, OnSiteSeptic, 100-150AmpEl	2-CarGarage, 3+CarParking	FullBasement					14 x 21	10 x 13	13 x 12	15 x 20	14 x 15	11 x 11	12 x 11		N	Cash	N		211	04/09/2015	601165171	4				False		False	False	False				N				
6524817	TREND	STL	1 N Commerce Sq, Robbinsville, NJ	3	3.0	$374,900	$360,000	03/06/2015	06/24/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	3	1,998	6	N	N	Y	$7,178	3.00	2014	250000	Y	M	08691-0002		11	Rare find! Perfect location! This beautifully maintained 2 story town home in the Lofts at Town Center still has that new home feel. 3 bedrooms, 3 full baths. Spacious open floor plan with 9ft ceilings, hardwood floors, granite countertops, upgraded appliances and light fixtures/ceiling fans, crown molding and many other upgrades. Guest bedroom and full bath on mail floor. Large closets and lots of storage space including basement storage. Covered carport. HOA includes a workout facility and a community center. Highly acclaimed Robbinsville schools. Conveniently located just minutes from major roadways to Philadelphia and NYC as well as the Princeton and Hamilton train stations.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6524817	2-Story	Traditional	Stcco/SimExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, CircBreakers	1-CarGarage, Carport, ParkingLot, PermitParkng	NoBasement	NonUseAttic	CeilngFan(s), CableTVWired, StallShower, EnrgyEfficntWdws			24 x 17	14 x 10	12 x 10		17 x 13	13 x 13	11 x 13		N	Conv	N		211	07/09/2015	601165863	11				False		False	False	False				N				
6524850	TREND	STL	26 Union St, Robbinsville, NJ	3	2.1	$518,200	$510,000	03/11/2015	05/15/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	8	2,064	8	Y	Y	Y	$13,123	0.10	2014	457100	Y		08691-4221		17	UPGRADES GALORE!!  Spacious 3 Bedroom, 2 1/2 Bath Brick Front Center Hall Colonial with Full Finished Basement in Desirable Washington Town Center, Robbinsville. 2-Story Foyer greets you with gleaming rich hardwood flooring and upgraded baseboards that flows throughout the First Floor! Gourmet Kitchen with Breakfast Room features GE Cafe Series Stainless Steel Appliances, granite countertops, island provides additional counterspace with overhang for barstools, upgraded cabinets with hardware & glass, subway tile backsplash, stainless steel sink, recessed lighting, pantry plus Slider out to the Backyard, Stone Paver Patio & 2-car Garage! Extended Family Room offers gas fireplace with marble around & remote control, eyeball lighting, ceiling fan and plenty of windows allowing natural light inside. Beautiful medallion and column in Dining Room. Living Room/Office feature French Doors. 2nd Floor Large Master Suite offers his/her walk-in California closets & ceiling fan. Master Bath includes stall shower, Jacuzzi soaking tub, upgraded ceramic tile, upgraded cherry vanity cabinets & corian countertops, 2 sinks, separate water closet & linen closet. Two other nicely sized Bedrooms, one with a California closet. 2nd Full Bathroom includes upgraded taller cherry cabinets, full window & ceramic tile tub/shower. More room to grow with the HealthSmart Full Finished Basement constructed from biodegradable materials that offer three separate living areas - Entertainment Area, Exercise Room & Studio - featuring French Doors, Laminate flooring, dropped ceiling & recessed lighting. Great space for family & friends! Plus plenty of storage areas to organize your belongings. Additional Features Include: 3 Dormers, upgraded exterior lighting, Two Zone Heat/AC, Newest Edition - Brand New 20K Generac back-up generator with mobile link that powers the entire house offering piece of mind for the new owner, Brand new 75 gallon Hot water heater, 6-zone irrigation system for front & backyard lawn, Professionally landscaped & hardscaped property offering Techo Bloc patio, 2 Arbors, Flowers & numerous privacy trees. Great Location! Walking distance to Town Center that offers shopping & restaurants, walking & biking trails, great school district. Close to major highways & public transportation - Easy commute to NYC! Move-in Condition! This home is a must see, Beautiful Inside & Out!!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6524850	2-Story	Colonial	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 200-300AmpEl	2-CarGarage, DetachedGar, GarDoorOpner, 2-CarParking, StreetParkng, DrivewayPrk	FullBasement		SecuritySys, Cathedral/Va, CeilngFan(s), CableTVWired, StallShower	Sidewalks, StreetLights, UndrgrndElec, ExteriorLght		13 x 11	13 x 11	11 x 9	17 x 15	16 x 15	13 x 11	11 x 10		N	Conv	N		211	05/30/2015	601165896	17				False		False	False	False				N			7 x 6	
6524900	TREND	STL	22 Stanwyck Ct, Robbinsville, NJ	3	2.1	$295,000	$280,000	03/24/2015	06/22/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	22	1,553	6	Y	Y	N	$8,323	0.04	2014	289900	Y	M	08691-3017		29	Beautifully upgraded townhome located in the desirable Miry Crossing section of Foxmoor. Rich designer paint accented by marble flooring in foyer and dining area, quality hardwood floors and plush carpeting gives a warm and luxurious feel immediately upon entry. The spacious living room with wood burning fireplace flows into to the ample sized dining room, a wonderful set up for entertaining. The kitchen with breakfast area has sliders that open out to the paver patio. Upstairs are three nice sized bedrooms  with a grand master suite bath featuring tile from Spain with walk in shower. The fully finished basement with custom bar provides an incredible amount of additional living space. Great location close to the Town Center, easy access to major thoroughfares, Hamilton and Princeton Junction train stations and local shopping. Tennis courts, pool and clubhouse all included for the low monthly association. Excellent Robbinsville Schools!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6524900	2-Story	OtherStyle	VinylExt, BlockExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot, Private	FullBasement					21 x 13	16 x 15	11 x 11		16 x 12	13 x 10	11 x 10		Y	Conv	N	Closing Costs	211	07/07/2015	601165946	29				False	7000	False	False	False				N				
6525005	TREND	STL	108 Compton Cir, Robbinsville, NJ	4	2.1	$625,000	$615,000	03/05/2015	05/27/2015	Mercer County	Robbinsville Twp	Dalton Meadows	Robbinsville Twp	19	2,424	11	Y	Y	Y	$14,099	0.42	2014	491100	Y	A	08691-3060		10	Rare jewel in Robbinsville! Located on a quiet cul-de-sac in sought-after Dalton Meadows, this extraordinary colonial home showcases an open floor plan with high ceilings and hand-scraped, hardwood floors throughout the first level. The updated Tuscan-style kitchen boasts quartz countertops, antique-white custom cabinetry, and stainless-steel appliances, and overlooks a spacious backyard with a large low-maintenance deck. Formal dining and living rooms are immaculate, complete with crown molding and neutral paint. Master bedroom has a huge organized walk-in closet and a new spa-like master bath. Three additional bedrooms and newly renovated hall bath complete the second floor. A full-footprint finished basement features a media room, play area, large storage area, and pantry. Convenient mudroom is complete with cabinets, laundry sink, and high-efficiency washer/dryer. Replacement Anderson windows installed throughout, plus a newer HVAC system and water heater. This property is adjacent to one of the best common areas in town, with wide-open space and walking paths. Don't miss this gem, located just minutes from Robbinsville Town Center, Pond Road Middle School, and Robbinsville High School, only 10 minutes to Hamilton train station for trains to NYC, plus quick access to Rt. 130, I-195, Rt. 1, and I-295.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6525005	2-Story	Colonial, Contemporary	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, DrivewayPrk	FullBasement	AccessPanel	Cathedral/Va, 9Ft+Ceiling			21 x 15	16 x 12	22 x 12	22 x 13	20 x 14	13 x 12	12 x 12	14 x 10	N	Conv	N		211	06/11/2015	601166051	10				False		False	False	False				N			7 x 6	
6525732	TREND	STL	7 Tynemouth Ct, Robbinsville, NJ	2	1.1	$224,900	$215,000	03/16/2015	04/27/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,192		Y	N	N	$6,322	0.04	2014	220200	Y	M	08691-3147		21	Move right in this beautifully kept 2 Bedroom 1 1/2 bath charming Bancroft Model in a great location in Foxmoor. Convenient to bus transportation, to NYC, and to schools, and backs to the common wooded grounds, for extra privacy, and a walkway to the new park. All Freshly painted, inside and out, and rugs have just been shampooed. Pergo floors LR, DR & in sunny & bright updated kitchen, that offers plenty of cabinet space. Cozy up to the marble wood burning fireplace in the living room, that opens up to the DR, which offers a nice Anderson slider leading you out to the generously sized stamped concrete patio, and lush landscaping, and newer fencing. First floor half bath has updated vanity w/all in one corian sink top, and ceramic tile floors. Upstairs you will be pleasantly surprised at the large luxurious bathroom that adjoins both oversized bedrooms, and includes a soaking tub, shower stall, and vanity with double sinks. Ample closet space, with the oversized full wall closet, bedroom closet, and hallway linen closet. Enjoy the access to the in ground pool, tennis courts, clubhouse, and convenient location to all the shops, restaurants, parks, walking paths w/lake views, in very nearby town center. Hamilton train station within minutes, as are all major roadways, NJTP, I95, Rt. 130, Rt. 33. Don't hesitate, this one won't last.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6525732	2-Story	Contemporary	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking, ParkingLot, Shared	NoBasement			Sidewalks, StreetLights, TennisCrt(s), Fencing		21 x 13	14 x 10	11 x 10		17 x 12	17 x 12			N	Conv	N		211	05/12/2015	601166778	21				False		False	False	False				N				
